"TOA5","DanaFk._297","CR800","15297","CR800.Std.11","CPU:DanaFk082114.CR8","42213","T15min"
"TIMESTAMP","RECORD","BattV","Lvl_ft","Temp_C","Observed","Lvl_ft_corr","Offset"
"TS","RN","Volts","feet","deg C","","feet",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-07-15 14:45:00",230054,13.24,0.682,19.06,1,0.932,0.25
"2021-07-15 15:00:00",230055,13.23,0.681,19.21,1,0.931,0.25
"2021-07-15 15:15:00",230056,13.22,0.677,19.33,1,0.926,0.25
"2021-07-15 15:30:00",230057,13.22,0.68,19.42,1,0.929,0.25
"2021-07-15 15:45:00",230058,13.22,0.681,19.48,1,0.931,0.25
"2021-07-15 16:00:00",230059,13.22,0.679,19.53,1,0.929,0.25
"2021-07-15 16:15:00",230060,13.21,0.677,19.53,1,0.927,0.25
"2021-07-15 16:30:00",230061,13.21,0.675,19.52,1,0.925,0.25
"2021-07-15 16:45:00",230062,13.2,0.672,19.5,1,0.922,0.25
"2021-07-15 17:00:00",230063,13.19,0.676,19.45,1,0.925,0.25
"2021-07-15 17:15:00",230064,13.21,0.673,19.37,1,0.923,0.25
"2021-07-15 17:30:00",230065,13.22,0.671,19.27,1,0.92,0.25
"2021-07-15 17:45:00",230066,13.23,0.672,19.14,1,0.922,0.25
"2021-07-15 18:00:00",230067,13.23,0.671,19,1,0.921,0.25
"2021-07-15 18:15:00",230068,13.21,0.668,18.87,1,0.918,0.25
"2021-07-15 18:30:00",230069,13.17,0.669,18.74,1,0.918,0.25
"2021-07-15 18:45:00",230070,13.15,0.668,18.59,1,0.918,0.25
"2021-07-15 19:00:00",230071,13.13,0.665,18.44,1,0.914,0.25
"2021-07-15 19:15:00",230072,13.1,0.665,18.3,1,0.914,0.25
"2021-07-15 19:30:00",230073,13.09,0.665,18.16,1,0.915,0.25
"2021-07-15 19:45:00",230074,13.07,0.663,18.04,1,0.912,0.25
"2021-07-15 20:00:00",230075,13.05,0.662,17.92,1,0.912,0.25
"2021-07-15 20:15:00",230076,13.04,0.661,17.81,1,0.911,0.25
"2021-07-15 20:30:00",230077,13.02,0.661,17.7,1,0.911,0.25
"2021-07-15 20:45:00",230078,13,0.66,17.59,1,0.91,0.25
"2021-07-15 21:00:00",230079,12.99,0.66,17.49,1,0.91,0.25
"2021-07-15 21:15:00",230080,12.98,0.658,17.39,1,0.908,0.25
"2021-07-15 21:30:00",230081,12.96,0.657,17.27,1,0.907,0.25
"2021-07-15 21:45:00",230082,12.95,0.658,17.16,1,0.907,0.25
"2021-07-15 22:00:00",230083,12.94,0.657,17.04,1,0.906,0.25
"2021-07-15 22:15:00",230084,12.93,0.657,16.91,1,0.907,0.25
"2021-07-15 22:30:00",230085,12.92,0.656,16.77,1,0.906,0.25
"2021-07-15 22:45:00",230086,12.9,0.655,16.64,1,0.905,0.25
"2021-07-15 23:00:00",230087,12.89,0.655,16.52,1,0.905,0.25
"2021-07-15 23:15:00",230088,12.88,0.655,16.39,1,0.904,0.25
"2021-07-15 23:30:00",230089,12.86,0.654,16.27,1,0.904,0.25
"2021-07-15 23:45:00",230090,12.86,0.653,16.14,1,0.902,0.25
"2021-07-16 00:00:00",230091,12.84,0.652,16.01,1,0.902,0.25
"2021-07-16 00:15:00",230092,12.83,0.651,15.88,1,0.901,0.25
"2021-07-16 00:30:00",230093,12.82,0.651,15.73,1,0.901,0.25
"2021-07-16 00:45:00",230094,12.81,0.652,15.57,1,0.902,0.25
"2021-07-16 01:00:00",230095,12.79,0.653,15.43,1,0.902,0.25
"2021-07-16 01:15:00",230096,12.78,0.652,15.28,1,0.902,0.25
"2021-07-16 01:30:00",230097,12.77,0.652,15.13,1,0.902,0.25
"2021-07-16 01:45:00",230098,12.76,0.653,14.98,1,0.903,0.25
"2021-07-16 02:00:00",230099,12.75,0.653,14.83,1,0.902,0.25
"2021-07-16 02:15:00",230100,12.74,0.653,14.68,1,0.903,0.25
"2021-07-16 02:30:00",230101,12.73,0.653,14.52,1,0.902,0.25
"2021-07-16 02:45:00",230102,12.72,0.654,14.37,1,0.904,0.25
"2021-07-16 03:00:00",230103,12.71,0.656,14.22,1,0.905,0.25
"2021-07-16 03:15:00",230104,12.7,0.657,14.06,1,0.906,0.25
"2021-07-16 03:30:00",230105,12.69,0.658,13.91,1,0.907,0.25
"2021-07-16 03:45:00",230106,12.68,0.66,13.76,1,0.909,0.25
"2021-07-16 04:00:00",230107,12.67,0.659,13.61,1,0.909,0.25
"2021-07-16 04:15:00",230108,12.66,0.66,13.46,1,0.91,0.25
"2021-07-16 04:30:00",230109,12.65,0.661,13.31,1,0.91,0.25
"2021-07-16 04:45:00",230110,12.65,0.662,13.17,1,0.912,0.25
"2021-07-16 05:00:00",230111,12.63,0.661,13.03,1,0.911,0.25
"2021-07-16 05:15:00",230112,12.62,0.663,12.89,1,0.913,0.25
"2021-07-16 05:30:00",230113,12.61,0.663,12.75,1,0.913,0.25
"2021-07-16 05:45:00",230114,12.61,0.663,12.61,1,0.912,0.25
"2021-07-16 06:00:00",230115,12.6,0.664,12.48,1,0.914,0.25
"2021-07-16 06:15:00",230116,12.59,0.664,12.35,1,0.914,0.25
"2021-07-16 06:30:00",230117,12.58,0.665,12.22,1,0.915,0.25
"2021-07-16 06:45:00",230118,12.57,0.666,12.09,1,0.916,0.25
"2021-07-16 07:00:00",230119,12.57,0.666,11.97,1,0.916,0.25
"2021-07-16 07:15:00",230120,12.56,0.666,11.85,1,0.916,0.25
"2021-07-16 07:30:00",230121,12.58,0.665,11.75,1,0.914,0.25
"2021-07-16 07:45:00",230122,12.65,0.665,11.66,1,0.914,0.25
"2021-07-16 08:00:00",230123,12.73,0.667,11.59,1,0.917,0.25
"2021-07-16 08:15:00",230124,12.84,0.668,11.56,1,0.917,0.25
"2021-07-16 08:30:00",230125,12.98,0.668,11.55,1,0.918,0.25
"2021-07-16 08:45:00",230126,13.15,0.668,11.57,1,0.918,0.25
"2021-07-16 09:00:00",230127,13.57,0.666,11.63,1,0.916,0.25
"2021-07-16 09:15:00",230128,13.55,0.666,11.74,1,0.916,0.25
"2021-07-16 09:30:00",230129,13.5,0.667,11.9,1,0.916,0.25
"2021-07-16 09:45:00",230130,13.47,0.665,12.12,1,0.915,0.25
"2021-07-16 10:00:00",230131,13.44,0.667,12.42,1,0.917,0.25
"2021-07-16 10:15:00",230132,13.42,0.667,12.77,1,0.917,0.25
"2021-07-16 10:30:00",230133,13.4,0.664,13.05,1,0.914,0.25
"2021-07-16 10:45:00",230134,13.38,0.667,13.31,1,0.917,0.25
"2021-07-16 11:00:00",230135,13.36,0.669,13.62,1,0.918,0.25
"2021-07-16 11:15:00",230136,13.35,0.668,13.92,1,0.918,0.25
"2021-07-16 11:30:00",230137,13.35,0.668,14.22,1,0.918,0.25
"2021-07-16 11:45:00",230138,13.34,0.667,14.51,1,0.917,0.25
"2021-07-16 12:00:00",230139,13.33,0.668,14.83,1,0.917,0.25
"2021-07-16 12:15:00",230140,13.32,0.668,15.13,1,0.918,0.25
"2021-07-16 12:30:00",230141,13.31,0.668,15.43,1,0.917,0.25
"2021-07-16 12:45:00",230142,13.29,0.667,15.76,1,0.917,0.25
"2021-07-16 13:00:00",230143,13.28,0.669,16.07,1,0.918,0.25
"2021-07-16 13:15:00",230144,13.28,0.668,16.35,1,0.918,0.25
"2021-07-16 13:30:00",230145,13.28,0.666,16.63,1,0.916,0.25
"2021-07-16 13:45:00",230146,13.27,0.67,16.92,1,0.92,0.25
"2021-07-16 14:00:00",230147,13.27,0.669,17.18,1,0.919,0.25
"2021-07-16 14:15:00",230148,13.26,0.668,17.44,1,0.918,0.25
"2021-07-16 14:30:00",230149,13.26,0.669,17.66,1,0.919,0.25
"2021-07-16 14:45:00",230150,13.24,0.667,17.83,1,0.917,0.25
"2021-07-16 15:00:00",230151,13.24,0.669,17.99,1,0.918,0.25
"2021-07-16 15:15:00",230152,13.23,0.669,18.13,1,0.918,0.25
"2021-07-16 15:30:00",230153,13.23,0.666,18.24,1,0.915,0.25
"2021-07-16 15:45:00",230154,13.23,0.664,18.33,1,0.914,0.25
"2021-07-16 16:00:00",230155,13.23,0.667,18.38,1,0.917,0.25
"2021-07-16 16:15:00",230156,13.22,0.663,18.41,1,0.913,0.25
"2021-07-16 16:30:00",230157,13.22,0.663,18.41,1,0.913,0.25
"2021-07-16 16:45:00",230158,13.21,0.663,18.39,1,0.913,0.25
"2021-07-16 17:00:00",230159,13.2,0.662,18.35,1,0.911,0.25
"2021-07-16 17:15:00",230160,13.21,0.66,18.3,1,0.91,0.25
"2021-07-16 17:30:00",230161,13.23,0.659,18.22,1,0.909,0.25
"2021-07-16 17:45:00",230162,13.24,0.659,18.12,1,0.908,0.25
"2021-07-16 18:00:00",230163,13.24,0.658,18.01,1,0.907,0.25
"2021-07-16 18:15:00",230164,13.22,0.655,17.9,1,0.905,0.25
"2021-07-16 18:30:00",230165,13.19,0.656,17.78,1,0.906,0.25
"2021-07-16 18:45:00",230166,13.16,0.654,17.68,1,0.904,0.25
"2021-07-16 19:00:00",230167,13.14,0.654,17.56,1,0.903,0.25
"2021-07-16 19:15:00",230168,13.12,0.652,17.44,1,0.902,0.25
"2021-07-16 19:30:00",230169,13.1,0.652,17.34,1,0.902,0.25
"2021-07-16 19:45:00",230170,13.08,0.65,17.23,1,0.9,0.25
"2021-07-16 20:00:00",230171,13.07,0.65,17.13,1,0.9,0.25
"2021-07-16 20:15:00",230172,13.05,0.648,17.04,1,0.898,0.25
"2021-07-16 20:30:00",230173,13.04,0.648,16.95,1,0.897,0.25
"2021-07-16 20:45:00",230174,13.02,0.647,16.86,1,0.897,0.25
"2021-07-16 21:00:00",230175,13,0.645,16.78,1,0.895,0.25
"2021-07-16 21:15:00",230176,12.99,0.646,16.7,1,0.895,0.25
"2021-07-16 21:30:00",230177,12.98,0.645,16.6,1,0.894,0.25
"2021-07-16 21:45:00",230178,12.96,0.644,16.51,1,0.893,0.25
"2021-07-16 22:00:00",230179,12.95,0.642,16.4,1,0.891,0.25
"2021-07-16 22:15:00",230180,12.94,0.641,16.3,1,0.89,0.25
"2021-07-16 22:30:00",230181,12.93,0.64,16.2,1,0.89,0.25
"2021-07-16 22:45:00",230182,12.91,0.64,16.1,1,0.889,0.25
"2021-07-16 23:00:00",230183,12.9,0.64,16,1,0.889,0.25
"2021-07-16 23:15:00",230184,12.89,0.639,15.91,1,0.889,0.25
"2021-07-16 23:30:00",230185,12.88,0.638,15.81,1,0.887,0.25
"2021-07-16 23:45:00",230186,12.86,0.639,15.71,1,0.888,0.25
"2021-07-17 00:00:00",230187,12.86,0.638,15.62,1,0.888,0.25
"2021-07-17 00:15:00",230188,12.84,0.638,15.52,1,0.887,0.25
"2021-07-17 00:30:00",230189,12.83,0.638,15.42,1,0.887,0.25
"2021-07-17 00:45:00",230190,12.82,0.638,15.32,1,0.888,0.25
"2021-07-17 01:00:00",230191,12.81,0.638,15.21,1,0.887,0.25
"2021-07-17 01:15:00",230192,12.8,0.64,15.1,1,0.889,0.25
"2021-07-17 01:30:00",230193,12.79,0.641,14.99,1,0.89,0.25
"2021-07-17 01:45:00",230194,12.78,0.641,14.87,1,0.89,0.25
"2021-07-17 02:00:00",230195,12.77,0.641,14.77,1,0.891,0.25
"2021-07-17 02:15:00",230196,12.76,0.642,14.66,1,0.891,0.25
"2021-07-17 02:30:00",230197,12.74,0.642,14.55,1,0.892,0.25
"2021-07-17 02:45:00",230198,12.73,0.643,14.44,1,0.893,0.25
"2021-07-17 03:00:00",230199,12.72,0.643,14.33,1,0.893,0.25
"2021-07-17 03:15:00",230200,12.71,0.643,14.23,1,0.893,0.25
"2021-07-17 03:30:00",230201,12.71,0.645,14.12,1,0.895,0.25
"2021-07-17 03:45:00",230202,12.69,0.646,14,1,0.895,0.25
"2021-07-17 04:00:00",230203,12.68,0.645,13.89,1,0.894,0.25
"2021-07-17 04:15:00",230204,12.67,0.646,13.78,1,0.895,0.25
"2021-07-17 04:30:00",230205,12.66,0.646,13.68,1,0.896,0.25
"2021-07-17 04:45:00",230206,12.66,0.648,13.58,1,0.898,0.25
"2021-07-17 05:00:00",230207,12.65,0.647,13.48,1,0.897,0.25
"2021-07-17 05:15:00",230208,12.64,0.648,13.37,1,0.898,0.25
"2021-07-17 05:30:00",230209,12.63,0.648,13.27,1,0.898,0.25
"2021-07-17 05:45:00",230210,12.62,0.65,13.17,1,0.899,0.25
"2021-07-17 06:00:00",230211,12.61,0.65,13.07,1,0.9,0.25
"2021-07-17 06:15:00",230212,12.6,0.65,12.97,1,0.9,0.25
"2021-07-17 06:30:00",230213,12.6,0.651,12.88,1,0.901,0.25
"2021-07-17 06:45:00",230214,12.59,0.651,12.79,1,0.901,0.25
"2021-07-17 07:00:00",230215,12.58,0.652,12.71,1,0.902,0.25
"2021-07-17 07:15:00",230216,12.58,0.652,12.62,1,0.902,0.25
"2021-07-17 07:30:00",230217,12.58,0.652,12.55,1,0.902,0.25
"2021-07-17 07:45:00",230218,12.63,0.652,12.49,1,0.901,0.25
"2021-07-17 08:00:00",230219,12.7,0.653,12.44,1,0.902,0.25
"2021-07-17 08:15:00",230220,12.79,0.654,12.43,1,0.904,0.25
"2021-07-17 08:30:00",230221,12.9,0.655,12.43,1,0.905,0.25
"2021-07-17 08:45:00",230222,13.03,0.657,12.46,1,0.906,0.25
"2021-07-17 09:00:00",230223,13.22,0.657,12.52,1,0.907,0.25
"2021-07-17 09:15:00",230224,13.47,0.655,12.63,1,0.905,0.25
"2021-07-17 09:30:00",230225,13.44,0.657,12.81,1,0.907,0.25
"2021-07-17 09:45:00",230226,13.41,0.657,13.02,1,0.906,0.25
"2021-07-17 10:00:00",230227,13.4,0.656,13.32,1,0.906,0.25
"2021-07-17 10:15:00",230228,13.38,0.658,13.7,1,0.908,0.25
"2021-07-17 10:30:00",230229,13.35,0.658,14,1,0.908,0.25
"2021-07-17 10:45:00",230230,13.34,0.657,14.27,1,0.906,0.25
"2021-07-17 11:00:00",230231,13.33,0.656,14.59,1,0.906,0.25
"2021-07-17 11:15:00",230232,13.32,0.657,14.9,1,0.907,0.25
"2021-07-17 11:30:00",230233,13.31,0.658,15.21,1,0.907,0.25
"2021-07-17 11:45:00",230234,13.31,0.658,15.53,1,0.908,0.25
"2021-07-17 12:00:00",230235,13.3,0.657,15.83,1,0.907,0.25
"2021-07-17 12:15:00",230236,13.29,0.658,16.15,1,0.908,0.25
"2021-07-17 12:30:00",230237,13.28,0.657,16.47,1,0.907,0.25
"2021-07-17 12:45:00",230238,13.27,0.657,16.8,1,0.907,0.25
"2021-07-17 13:00:00",230239,13.27,0.655,17.12,1,0.904,0.25
"2021-07-17 13:15:00",230240,13.26,0.656,17.42,1,0.905,0.25
"2021-07-17 13:30:00",230241,13.26,0.656,17.7,1,0.906,0.25
"2021-07-17 13:45:00",230242,13.25,0.654,17.96,1,0.904,0.25
"2021-07-17 14:00:00",230243,13.25,0.653,18.2,1,0.903,0.25
"2021-07-17 14:15:00",230244,13.24,0.655,18.41,1,0.904,0.25
"2021-07-17 14:30:00",230245,13.24,0.652,18.62,1,0.901,0.25
"2021-07-17 14:45:00",230246,13.23,0.65,18.77,1,0.9,0.25
"2021-07-17 15:00:00",230247,13.22,0.652,18.91,1,0.902,0.25
"2021-07-17 15:15:00",230248,13.22,0.65,19.01,1,0.9,0.25
"2021-07-17 15:30:00",230249,13.21,0.651,19.08,1,0.901,0.25
"2021-07-17 15:45:00",230250,13.21,0.649,19.15,1,0.899,0.25
"2021-07-17 16:00:00",230251,13.21,0.649,19.18,1,0.899,0.25
"2021-07-17 16:15:00",230252,13.2,0.649,19.2,1,0.898,0.25
"2021-07-17 16:30:00",230253,13.2,0.647,19.18,1,0.896,0.25
"2021-07-17 16:45:00",230254,13.19,0.648,19.14,1,0.898,0.25
"2021-07-17 17:00:00",230255,13.18,0.649,19.07,1,0.899,0.25
"2021-07-17 17:15:00",230256,13.19,0.646,18.98,1,0.896,0.25
"2021-07-17 17:30:00",230257,13.21,0.648,18.87,1,0.897,0.25
"2021-07-17 17:45:00",230258,13.22,0.647,18.76,1,0.896,0.25
"2021-07-17 18:00:00",230259,13.23,0.647,18.63,1,0.896,0.25
"2021-07-17 18:15:00",230260,13.22,0.645,18.49,1,0.895,0.25
"2021-07-17 18:30:00",230261,13.17,0.643,18.35,1,0.893,0.25
"2021-07-17 18:45:00",230262,13.15,0.641,18.22,1,0.89,0.25
"2021-07-17 19:00:00",230263,13.13,0.642,18.09,1,0.891,0.25
"2021-07-17 19:15:00",230264,13.11,0.639,17.95,1,0.889,0.25
"2021-07-17 19:30:00",230265,13.09,0.639,17.82,1,0.889,0.25
"2021-07-17 19:45:00",230266,13.07,0.638,17.7,1,0.888,0.25
"2021-07-17 20:00:00",230267,13.06,0.636,17.6,1,0.886,0.25
"2021-07-17 20:15:00",230268,13.04,0.636,17.51,1,0.886,0.25
"2021-07-17 20:30:00",230269,13.03,0.635,17.42,1,0.885,0.25
"2021-07-17 20:45:00",230270,13,0.635,17.34,1,0.885,0.25
"2021-07-17 21:00:00",230271,12.99,0.634,17.26,1,0.884,0.25
"2021-07-17 21:15:00",230272,12.98,0.633,17.17,1,0.882,0.25
"2021-07-17 21:30:00",230273,12.96,0.633,17.08,1,0.882,0.25
"2021-07-17 21:45:00",230274,12.95,0.632,16.99,1,0.882,0.25
"2021-07-17 22:00:00",230275,12.94,0.63,16.89,1,0.88,0.25
"2021-07-17 22:15:00",230276,12.92,0.63,16.79,1,0.879,0.25
"2021-07-17 22:30:00",230277,12.91,0.63,16.68,1,0.879,0.25
"2021-07-17 22:45:00",230278,12.9,0.629,16.59,1,0.879,0.25
"2021-07-17 23:00:00",230279,12.89,0.63,16.48,1,0.879,0.25
"2021-07-17 23:15:00",230280,12.88,0.629,16.39,1,0.879,0.25
"2021-07-17 23:30:00",230281,12.87,0.629,16.29,1,0.878,0.25
"2021-07-17 23:45:00",230282,12.86,0.63,16.2,1,0.879,0.25
"2021-07-18 00:00:00",230283,12.84,0.629,16.11,1,0.879,0.25
"2021-07-18 00:15:00",230284,12.83,0.629,16.01,1,0.879,0.25
"2021-07-18 00:30:00",230285,12.82,0.628,15.92,1,0.878,0.25
"2021-07-18 00:45:00",230286,12.81,0.627,15.82,1,0.877,0.25
"2021-07-18 01:00:00",230287,12.8,0.626,15.73,1,0.876,0.25
"2021-07-18 01:15:00",230288,12.78,0.627,15.63,1,0.877,0.25
"2021-07-18 01:30:00",230289,12.77,0.626,15.54,1,0.876,0.25
"2021-07-18 01:45:00",230290,12.76,0.626,15.43,1,0.876,0.25
"2021-07-18 02:00:00",230291,12.75,0.627,15.34,1,0.877,0.25
"2021-07-18 02:15:00",230292,12.74,0.627,15.23,1,0.877,0.25
"2021-07-18 02:30:00",230293,12.73,0.627,15.13,1,0.877,0.25
"2021-07-18 02:45:00",230294,12.72,0.628,15.03,1,0.877,0.25
"2021-07-18 03:00:00",230295,12.72,0.627,14.94,1,0.877,0.25
"2021-07-18 03:15:00",230296,12.71,0.629,14.83,1,0.878,0.25
"2021-07-18 03:30:00",230297,12.7,0.63,14.73,1,0.879,0.25
"2021-07-18 03:45:00",230298,12.68,0.629,14.63,1,0.879,0.25
"2021-07-18 04:00:00",230299,12.67,0.631,14.52,1,0.88,0.25
"2021-07-18 04:15:00",230300,12.66,0.633,14.42,1,0.882,0.25
"2021-07-18 04:30:00",230301,12.66,0.634,14.32,1,0.884,0.25
"2021-07-18 04:45:00",230302,12.65,0.635,14.22,1,0.884,0.25
"2021-07-18 05:00:00",230303,12.64,0.635,14.13,1,0.885,0.25
"2021-07-18 05:15:00",230304,12.63,0.635,14.03,1,0.885,0.25
"2021-07-18 05:30:00",230305,12.62,0.636,13.94,1,0.886,0.25
"2021-07-18 05:45:00",230306,12.61,0.636,13.84,1,0.886,0.25
"2021-07-18 06:00:00",230307,12.6,0.637,13.75,1,0.886,0.25
"2021-07-18 06:15:00",230308,12.6,0.638,13.66,1,0.888,0.25
"2021-07-18 06:30:00",230309,12.59,0.638,13.58,1,0.887,0.25
"2021-07-18 06:45:00",230310,12.59,0.639,13.5,1,0.888,0.25
"2021-07-18 07:00:00",230311,12.58,0.639,13.43,1,0.889,0.25
"2021-07-18 07:15:00",230312,12.58,0.64,13.36,1,0.89,0.25
"2021-07-18 07:30:00",230313,12.58,0.64,13.3,1,0.89,0.25
"2021-07-18 07:45:00",230314,12.63,0.641,13.25,1,0.891,0.25
"2021-07-18 08:00:00",230315,12.7,0.642,13.22,1,0.892,0.25
"2021-07-18 08:15:00",230316,12.79,0.641,13.21,1,0.891,0.25
"2021-07-18 08:30:00",230317,12.89,0.643,13.23,1,0.892,0.25
"2021-07-18 08:45:00",230318,13.02,0.643,13.26,1,0.893,0.25
"2021-07-18 09:00:00",230319,13.21,0.641,13.32,1,0.891,0.25
"2021-07-18 09:15:00",230320,13.43,0.641,13.42,1,0.891,0.25
"2021-07-18 09:30:00",230321,13.41,0.64,13.57,1,0.89,0.25
"2021-07-18 09:45:00",230322,13.4,0.641,13.77,1,0.891,0.25
"2021-07-18 10:00:00",230323,13.38,0.642,14.05,1,0.891,0.25
"2021-07-18 10:15:00",230324,13.36,0.643,14.43,1,0.893,0.25
"2021-07-18 10:30:00",230325,13.34,0.645,14.72,1,0.895,0.25
"2021-07-18 10:45:00",230326,13.32,0.644,14.94,1,0.894,0.25
"2021-07-18 11:00:00",230327,13.31,0.645,15.16,1,0.894,0.25
"2021-07-18 11:15:00",230328,13.31,0.645,15.28,1,0.895,0.25
"2021-07-18 11:30:00",230329,13.31,0.644,15.38,1,0.894,0.25
"2021-07-18 11:45:00",230330,13.31,0.644,15.46,1,0.894,0.25
"2021-07-18 12:00:00",230331,13.31,0.645,15.49,1,0.895,0.25
"2021-07-18 12:15:00",230332,13.3,0.647,15.49,1,0.897,0.25
"2021-07-18 12:30:00",230333,13.3,0.646,15.48,1,0.895,0.25
"2021-07-18 12:45:00",230334,13.29,0.647,15.46,1,0.897,0.25
"2021-07-18 13:00:00",230335,13.29,0.646,15.41,1,0.896,0.25
"2021-07-18 13:15:00",230336,13.29,0.646,15.36,1,0.896,0.25
"2021-07-18 13:30:00",230337,13.3,0.646,15.31,1,0.895,0.25
"2021-07-18 13:45:00",230338,13.27,0.646,15.28,1,0.896,0.25
"2021-07-18 14:00:00",230339,13.24,0.646,15.24,1,0.896,0.25
"2021-07-18 14:15:00",230340,13.24,0.645,15.17,1,0.895,0.25
"2021-07-18 14:30:00",230341,13.21,0.646,15.09,1,0.896,0.25
"2021-07-18 14:45:00",230342,13.19,0.646,15.03,1,0.896,0.25
"2021-07-18 15:00:00",230343,13.17,0.648,14.97,1,0.898,0.25
"2021-07-18 15:15:00",230344,13.15,0.648,14.91,1,0.898,0.25
"2021-07-18 15:30:00",230345,13.13,0.65,14.85,1,0.899,0.25
"2021-07-18 15:45:00",230346,13.11,0.651,14.79,1,0.901,0.25
"2021-07-18 16:00:00",230347,13.1,0.652,14.75,1,0.902,0.25
"2021-07-18 16:15:00",230348,13.08,0.655,14.72,1,0.904,0.25
"2021-07-18 16:30:00",230349,13.16,0.656,14.7,1,0.906,0.25
"2021-07-18 16:45:00",230350,13.37,0.656,14.7,1,0.905,0.25
"2021-07-18 17:00:00",230351,13.38,0.656,14.73,1,0.906,0.25
"2021-07-18 17:15:00",230352,13.37,0.656,14.78,1,0.906,0.25
"2021-07-18 17:30:00",230353,13.33,0.656,14.81,1,0.905,0.25
"2021-07-18 17:45:00",230354,13.36,0.655,14.84,1,0.904,0.25
"2021-07-18 18:00:00",230355,13.39,0.656,14.88,1,0.906,0.25
"2021-07-18 18:15:00",230356,13.35,0.658,14.92,1,0.907,0.25
"2021-07-18 18:30:00",230357,13.31,0.657,14.97,1,0.907,0.25
"2021-07-18 18:45:00",230358,13.29,0.658,14.99,1,0.907,0.25
"2021-07-18 19:00:00",230359,13.27,0.657,14.99,1,0.907,0.25
"2021-07-18 19:15:00",230360,13.25,0.657,15,1,0.906,0.25
"2021-07-18 19:30:00",230361,13.23,0.657,15,1,0.907,0.25
"2021-07-18 19:45:00",230362,13.21,0.658,14.99,1,0.907,0.25
"2021-07-18 20:00:00",230363,13.19,0.656,14.96,1,0.906,0.25
"2021-07-18 20:15:00",230364,13.17,0.658,14.92,1,0.907,0.25
"2021-07-18 20:30:00",230365,13.16,0.657,14.87,1,0.906,0.25
"2021-07-18 20:45:00",230366,13.14,0.658,14.82,1,0.908,0.25
"2021-07-18 21:00:00",230367,13.12,0.659,14.76,1,0.909,0.25
"2021-07-18 21:15:00",230368,13.11,0.658,14.69,1,0.908,0.25
"2021-07-18 21:30:00",230369,13.1,0.66,14.62,1,0.91,0.25
"2021-07-18 21:45:00",230370,13.08,0.66,14.54,1,0.91,0.25
"2021-07-18 22:00:00",230371,13.07,0.661,14.46,1,0.91,0.25
"2021-07-18 22:15:00",230372,13.05,0.662,14.39,1,0.912,0.25
"2021-07-18 22:30:00",230373,13.04,0.664,14.31,1,0.914,0.25
"2021-07-18 22:45:00",230374,13.03,0.666,14.23,1,0.916,0.25
"2021-07-18 23:00:00",230375,13.01,0.669,14.16,1,0.919,0.25
"2021-07-18 23:15:00",230376,13,0.67,14.09,1,0.92,0.25
"2021-07-18 23:30:00",230377,12.99,0.672,14.02,1,0.921,0.25
"2021-07-18 23:45:00",230378,12.98,0.674,13.96,1,0.924,0.25
"2021-07-19 00:00:00",230379,12.96,0.677,13.89,1,0.926,0.25
"2021-07-19 00:15:00",230380,12.95,0.678,13.83,1,0.928,0.25
"2021-07-19 00:30:00",230381,12.94,0.681,13.77,1,0.931,0.25
"2021-07-19 00:45:00",230382,12.93,0.682,13.71,1,0.932,0.25
"2021-07-19 01:00:00",230383,12.92,0.684,13.65,1,0.934,0.25
"2021-07-19 01:15:00",230384,12.91,0.684,13.59,1,0.933,0.25
"2021-07-19 01:30:00",230385,12.9,0.683,13.52,1,0.933,0.25
"2021-07-19 01:45:00",230386,12.88,0.683,13.46,1,0.932,0.25
"2021-07-19 02:00:00",230387,12.88,0.682,13.4,1,0.931,0.25
"2021-07-19 02:15:00",230388,12.86,0.681,13.34,1,0.931,0.25
"2021-07-19 02:30:00",230389,12.85,0.681,13.29,1,0.931,0.25
"2021-07-19 02:45:00",230390,12.84,0.68,13.23,1,0.929,0.25
"2021-07-19 03:00:00",230391,12.83,0.679,13.17,1,0.928,0.25
"2021-07-19 03:15:00",230392,12.82,0.678,13.13,1,0.928,0.25
"2021-07-19 03:30:00",230393,12.8,0.677,13.08,1,0.927,0.25
"2021-07-19 03:45:00",230394,12.79,0.677,13.04,1,0.926,0.25
"2021-07-19 04:00:00",230395,12.79,0.678,13,1,0.927,0.25
"2021-07-19 04:15:00",230396,12.78,0.675,12.96,1,0.925,0.25
"2021-07-19 04:30:00",230397,12.77,0.676,12.91,1,0.926,0.25
"2021-07-19 04:45:00",230398,12.76,0.674,12.87,1,0.924,0.25
"2021-07-19 05:00:00",230399,12.75,0.675,12.83,1,0.925,0.25
"2021-07-19 05:15:00",230400,12.74,0.675,12.79,1,0.924,0.25
"2021-07-19 05:30:00",230401,12.73,0.674,12.75,1,0.924,0.25
"2021-07-19 05:45:00",230402,12.72,0.674,12.71,1,0.924,0.25
"2021-07-19 06:00:00",230403,12.71,0.674,12.68,1,0.923,0.25
"2021-07-19 06:15:00",230404,12.7,0.674,12.64,1,0.923,0.25
"2021-07-19 06:30:00",230405,12.68,0.673,12.6,1,0.922,0.25
"2021-07-19 06:45:00",230406,12.68,0.673,12.57,1,0.923,0.25
"2021-07-19 07:00:00",230407,12.67,0.672,12.54,1,0.922,0.25
"2021-07-19 07:15:00",230408,12.66,0.674,12.52,1,0.923,0.25
